accuracy,precision,recall,f1,roc_auc,dataset,model
0.8088446052003003,0.5679845708775313,0.8399885909868796,0.6777125762282822,0.9070564341864881,adult,LogisticRegression
0.8564799017266089,0.7404868015083991,0.6160867084997148,0.6725829051844933,0.9047554536326274,adult,RandomForest
0.6226666666666667,0.6892605633802817,0.6121970289288506,0.6484472049689441,0.6736653007587512,loan,LogisticRegression
0.6266666666666667,0.6411575562700965,0.7795152462861611,0.7035991531404375,0.648298707876342,loan,RandomForest
